City,Latitude,Longitude
umatac,13.2980556,144.6588889
ungaguan,13.4680556,144.8013889
upper kaiser,13.5261111,144.8413889
utan,13.4672222,144.7644444
wettengel junction,13.5222222,144.8208333
windward hills subdivision,13.3777778,144.7472222
witek junction,13.3855556,144.7697222
yabai,13.285,144.75
yigo,13.5344444,144.8855556
yigo estates,13.5466667,144.8980556
yona,13.4097222,144.7733333
ypan,13.3463889,144.7666667
ypaopao estates,13.5216667,144.8597222
ah fong village,20.8533333,-156.4647222
ahuimanu,21.4447222,-157.8377778
aiea,21.3822222,-157.9336111
aiea heights,21.3908333,-157.9202778
aina haina,21.2819444,-157.7525
ainaloa,19.5269444,-154.9930556
ainapo,19.3591667,-155.4241667
airport village,20.8222222,-156.4541667
akolea plantation estates,19.7033333,-155.1344444
akona,20.1036111,-155.6116667
akupu,21.3941667,-158.1030556
alabama village,20.8658333,-156.4541667
alewa heights,21.3430556,-157.8527778
aliamanu,21.3547222,-157.9275
alii kai,19.6155556,-155.9780556
aloha kona,19.6408333,-155.9855556
anaehoomalu,19.9169444,-155.8902778
anahola,22.1452778,-159.3155556
camp maluhia,20.9566667,-156.5377778
captain cook,19.4969444,-155.9216667
chinatown,21.315,-157.8663889
cod fish village,20.8963889,-156.4211111
country garden estates,19.0688889,-155.8011111
crater village,20.9008333,-156.665
crestview,21.4088889,-157.9994444
eden roc,19.4902778,-155.1027778
eleele,21.9102778,-159.5872222
elevenmile homestead,19.6063889,-155.0752778
ewa,21.3425,-158.0402778
ewa beach,21.3155556,-158.0072222
ewa gentry,21.3441667,-158.0308333
ewa villages,21.3455556,-158.0408333
ewa-schofield junction,21.3994444,-157.9813889
fern acres,19.5122222,-155.0802778
fern forest,19.4655556,-155.1355556
fernandez village,21.3502778,-158.0333333
foster village,21.3652778,-157.9277778
glenwood,19.4908333,-155.1538889
haena,19.6455556,-154.9877778
haiku,20.9175,-156.3258333
haina,20.0961111,-155.4719444
hakalau,19.8997222,-155.1291667
halaula,20.2375,-155.7805556
halawa,20.2269444,-155.7683333
halawa heights,21.3816667,-157.9183333
hale homaha,22.2258333,-159.5497222
hale pili,19.6291667,-155.8705556
haleiwa,21.5902778,-158.1125
halena,21.0925,-157.2344444
halepiula,19.9311111,-155.3944444
haliimaile,20.8711111,-156.3438889
hamakuapoko,20.9219444,-156.3480556
hamoa,20.7233333,-155.9886111
hana,20.7580556,-155.9902778
hanaipoe,19.9483333,-155.4616667
hanalei,22.2052778,-159.5027778
hanalei homesteads,22.1852778,-159.4663889
hanamaulu,21.9975,-159.3572222
hanapepe,21.9119444,-159.5952778
hanapepe heights,21.9202778,-159.5922222
haou,20.6975,-156.0069444
happy valley,20.895,-156.5097222
hauula,21.6105556,-157.9108333
hawaii beaches estates,19.5455556,-154.9091667
hawaii kai,21.2827778,-157.7052778
hawaiian acres,19.5380556,-155.0522222
hawaiian beaches,19.5430556,-154.9158333
hawaiian ocean view,19.0686111,-155.765
hawaiian ocean view estates,19.1125,-155.7708333
hawaiian paradise park,19.5933333,-154.9730556
hawaiian ranchos,19.0594444,-155.78
hawaiian village,20.9058333,-156.4172222
hawaiian-spanish village,20.9088889,-156.3747222
hawi,20.2413889,-155.8327778
heeia,21.4308333,-157.8105556
hickam village,21.3452778,-157.945
hikapoloa,20.2422222,-155.8594444
hilea,19.1386111,-155.5366667
hillcrest,19.6311111,-155.9819444
hilo,19.7297222,-155.09
hokuula,20.7272222,-155.9872222
holualoa,19.6227778,-155.9522222
honalo,19.5463889,-155.9319444
honaunau,19.4269444,-155.9130556
honokaa,20.0827778,-155.4725
honokahua,21.0030556,-156.6577778
honokai hale,21.3425,-158.1108333
honokohau,19.6736111,-156.0291667
honokowai,20.9541667,-156.6897222
honolulu,21.3069444,-157.8583333
honolulu landing,19.5583333,-154.8836111
honomakau,20.24,-155.8205556
honomu,19.8733333,-155.1175
honouliuli,21.3677778,-158.0361111
honuapo,19.0933333,-155.5511111
hookena,19.3830556,-155.9008333
hoolehua,21.1711111,-157.0713889
hoopuloa,19.2005556,-155.9069444
hopoi village,20.8822222,-156.5108333
hopuwai,19.8491667,-155.3405556
huehue,19.7555556,-155.975
huelo,20.9083333,-156.2275
hyashi village,20.8408333,-156.5091667
iroquois point,21.3275,-157.9802778
iwilei,21.3163889,-157.8780556
japanese village one,20.9052778,-156.4213889
kaaawa,21.5572222,-157.8536111
kaalawai,21.2619444,-157.8008333
kaanapali,20.9316667,-156.6972222
kaanapali landing,20.9333333,-156.7
kaau,20.1091667,-155.6113889
kaawaloa,19.4825,-155.9366667
kaawanui village,21.9461111,-159.6316667
kaeleku,20.7863889,-156.0261111
kahakuloa,20.9997222,-156.5538889
kahala,21.2697222,-157.7863889
kahaluu,19.5833333,-155.9691667
kahana,21.5580556,-157.8791667
kaheka village,20.8955556,-156.3655556
kahuku,21.6802778,-157.9511111
kahului,20.8947222,-156.47
kailua,21.4022222,-157.7394444
kailua village,20.8713889,-156.365
kaimu,19.3647222,-154.9722222
kaimuki,21.2827778,-157.8016667
kainaliu,19.535,-155.9288889
kakio,20.7133333,-155.9966667
kalae,21.1652778,-157.0083333
kalaheo,21.9286111,-159.5302778
kalaoa,19.7286111,-155.9816667
kalapana,19.3541667,-154.9786111
kalapana sea view estates,19.4097222,-154.9258333
kalauao,21.3847222,-157.9480556
kalaupapa,21.1925,-156.9861111
kalawao,21.1802778,-156.9511111
kalihi,21.3363889,-157.8763889
kalihi kai,21.3266667,-157.8886111
kalihiwai,22.2175,-159.4325
kaluaaha,21.07,-156.8211111
kamalino,21.8375,-160.2336111
kamalo,21.0505556,-156.8769444
kamehameha heights,21.335,-157.8647222
kamiloloa,21.0838889,-157.0022222
kamooloa,21.5727778,-158.1141667
kanahena,20.6216667,-156.4413889
kaneohe,21.4180556,-157.8036111
kaniahiku village,19.4894444,-154.9272222
kaonoulu,20.7402778,-156.3355556
kapaa,22.0783333,-159.3219444
kapaahu,19.3416667,-155.0138889
kapaakea colony,21.0866667,-157.0136111
kapaau,20.2338889,-155.8019444
kapaeloa,21.6325,-158.0741667
kapahi,22.1002778,-159.3605556
kapaia,21.9933333,-159.3688889
kapaka,21.9236111,-159.6169444
kapalaoa,19.9125,-155.8988889
kapalawai,21.9488889,-159.6572222
kapalua,20.9997222,-156.6580556
kapoho,19.5061111,-154.8486111
kapulena,20.1058333,-155.5288889
kapunakea,20.8908333,-156.6841667
kaueleau,19.4444444,-154.9152778
kaukahoku,19.5758333,-155.8619444
kaumakani,21.9188889,-159.6222222
kaumalapau,20.79,-156.99
kaumana,19.6886111,-155.1441667
kaunakakai,21.0933333,-157.0238889
kaunalewa,22.0030556,-159.7411111
kaunene,19.4213889,-155.7797222
kaupakulua,20.8902778,-156.2977778
kaupo,20.6394444,-156.1252778
kaupulehu,19.8347222,-155.9891667
kawaihae,20.0411111,-155.8305556
kawaihau,22.1036111,-159.3494444
kawailiula,20.0272222,-155.7063889
kawailoa beach,21.6280556,-158.08
kawainui,19.8280556,-155.0977778
kawela,20.0925,-155.5036111
kawela bay,21.7033333,-158.01
keaalu,21.4177778,-157.7688889
keaau,19.6255556,-155.0416667
keahua,20.8602778,-156.3852778
kealakekua,19.5208333,-155.9225
kealapuali,19.6266667,-155.8630556
kealia,22.1019444,-159.3086111
keamuku,19.8430556,-155.7211111
keanae,20.8613889,-156.1516667
keanakolu,19.9183333,-155.3380556
keanapaakai,19.445,-155.7977778
keauhou,19.5652778,-155.965
keaukaha,19.7302778,-155.0463889
keawaiki,19.89,-155.9083333
keawakapu,20.7075,-156.4477778
keei,19.4644444,-155.9272222
kehena,19.3955556,-154.9330556
kekaha,21.9711111,-159.715
kekupua,21.9497222,-159.645
kelawea,20.885,-156.675
keokea,19.42,-155.8827778
keolu hills,21.3794444,-157.7316667
keomuku,20.8386111,-156.9208333
keoneoio,20.6030556,-156.4233333
kepuhi,21.1911111,-157.2502778
kiekie,21.8863889,-160.2127778
kihei,20.785,-156.4655556
kiholo,19.8575,-155.9241667
kii,21.9772222,-160.0602778
kilauea,22.2119444,-159.4122222
kipahulu,20.6566667,-156.0586111
kipu,21.9541667,-159.4266667
kipuka nahuaopala,19.0452778,-155.6180556
koali,20.6888889,-156.0238889
koele,20.8397222,-156.9202778
koheo,21.0872222,-157.0161111
kokokahi,21.4141667,-157.7788889
kokomo,20.87,-156.3088889
koloa,21.9066667,-159.4691667
koloa mill,21.9033333,-159.4475
komakawai,19.3977778,-155.7761111
komohana kai,19.6138889,-155.9716667
kona south estates,19.0722222,-155.8077778
kuakini heights,19.5977778,-155.9591667
kualapuu,21.1552778,-157.0397222
kuau,20.9294444,-156.3711111
kuhio village,20.0244444,-155.6625
kukaiau,20.0327778,-155.3502778
kukio,19.8213889,-156.0019444
kukui,19.5769444,-155.0911111
kukui village,20.0166667,-155.2805556
kukuihaele,20.1213889,-155.5708333
kukuiula,21.8886111,-159.4888889
kuliouou,21.2883333,-157.7291667
kumukumu,22.1108333,-159.31
kunia camp,21.4633333,-158.0652778
kupolo,21.9675,-159.3633333
kurtistown,19.6036111,-155.0572222
lahaina,20.8783333,-156.6825
lahainaluna,20.8936111,-156.6622222
laie,21.6536111,-157.9272222
lalakoa,20.8255556,-156.9122222
lanai city,20.8305556,-156.9222222
laniakea,19.6388889,-155.9955556
lanikai,21.3919444,-157.7158333
launiupoko,20.8555556,-156.6497222
laupahoehoe,19.9869444,-155.235
lawai,21.9219444,-159.5094444
leilani estates,19.4697222,-154.9177778
lihue,21.9811111,-159.3711111
lopa,20.8033333,-156.8125
lower paia,20.9191667,-156.3844444
lower village,21.3602778,-158.0286111
lower village three,20.8958333,-156.4291667
lunaville,20.8769444,-156.6736111
maalaea,20.7963889,-156.5141667
maalehu,21.1669444,-157.0236111
mahaiula,19.7861111,-156.0391667
mahana,21.1538889,-157.1483333
mahinahina camp,20.96,-156.6586111
mahinui,21.4144444,-157.7738889
mahukona,20.1875,-155.9025
maili,21.4219444,-158.1802778
makaha,21.4694444,-158.2175
makaha valley,21.4822222,-158.2038889
makahalau,19.9761111,-155.5516667
makakilo city,21.3469444,-158.0858333
makalawena,19.7952778,-156.0294444
makapala,20.2244444,-155.7522222
makawao,20.8569444,-156.3130556
makena,20.6575,-156.4452778
makiki heights,21.3175,-157.8383333
mala,20.8905556,-156.6877778
malae,21.4283333,-157.7661111
mana,20.0005556,-155.5602778
manila camp,21.0980556,-157.0263889
marconi,21.7033333,-157.9772222
mauna loa,21.1358333,-157.2163889
maunalani heights,21.2966667,-157.7925
maunaloa,21.1363889,-157.2138889
maunawili,21.3727778,-157.7705556
mcgerrow village,20.8663889,-156.4611111
middle village three,20.8947222,-156.4266667
mililani town,21.45,-158.0011111
milo village,20.0163889,-155.285
milolii,19.1866667,-155.9097222
moiliili,21.2905556,-157.8291667
mokae,20.7208333,-155.9958333
mokaoku,19.7313889,-155.0677778
mokulau,20.6455556,-156.1105556
mokuleia,21.5841667,-158.1519444
mokuleia beach colony,21.5830556,-158.1780556
monohaa,19.5522222,-155.8583333
moomomi,21.2,-157.1561111
mopua,20.8141667,-156.6144444
mountain view,19.5558333,-155.1080556
muolea,20.6897222,-156.0202778
naalehu,19.0638889,-155.5858333
nahiku,20.8277778,-156.0944444
nanakuli,21.3905556,-158.1547222
nanawale estates,19.5061111,-154.9119444
napoopoo,19.4763889,-155.9225
nashiwa village,20.9016667,-156.3683333
nawiliwili,21.9658333,-159.3563889
ninole,19.9388889,-155.1688889
niu,21.285,-157.7422222
niu village,20.0133333,-155.2755556
niulii,20.2255556,-155.7458333
niumalu,21.9552778,-159.365
nonopahu village,21.9713889,-159.6388889
numila,21.9016667,-159.5597222
olokele,21.9222222,-159.6286111
olowalu,20.8147222,-156.625
omao,21.9325,-159.4891667
omaopio,20.8,-156.3280556
ookala,20.0175,-155.2872222
opihikao,19.4297222,-154.8833333
orchidlands estates,19.5633333,-155.0169444
orpheum village,20.9030556,-156.3722222
paauhau,20.0852778,-155.4405556
paauilo,20.0419444,-155.3711111
pacific heights,21.3266667,-157.8425
pacific palisades,21.4255556,-157.9608333
pahala,19.2052778,-155.48
pahoa,19.4975,-154.9508333
paholoi,20.8802778,-156.3455556
paia,20.9033333,-156.3694444
pakala village,21.9369444,-159.6522222
palani junction,19.6913889,-155.9786111
palehua,21.3994444,-158.1030556
paliaalii,19.9858333,-155.55
palihooukapapa,19.9713889,-155.5325
papa,19.2091667,-155.8666667
papa bay estates,19.2172222,-155.8797222
papaaloa,19.9788889,-155.2211111
papaikou,19.7888889,-155.0958333
papaloa,19.5094444,-155.7983333
pauahi,19.5072222,-155.8263889
paukaa,19.7655556,-155.095
paukukalo,20.9086111,-156.4877778
pauwalu,21.0913889,-156.7766667
pawaina,19.5052778,-155.86
peahi,20.9166667,-156.2833333
pearl city,21.3972222,-157.9733333
pelekunu,21.1641667,-156.8827778
pepeekeo,19.8336111,-155.1072222
pepeekeo mill,19.8508333,-155.0880556
piihonua,19.7158333,-155.1388889
pohakupu,21.3847222,-157.7541667
pohoiki,19.4608333,-154.8469444
poipu,21.8763889,-159.4538889
pokii,21.9830556,-159.7208333
port allen,21.9061111,-159.5891667
portlock,21.2786111,-157.7108333
princeville,22.2236111,-159.4852778
pua loke,21.9722222,-159.3758333
puaakala,19.79,-155.3347222
puako,19.975,-155.8438889
pualaa,19.4716667,-154.8363889
puhi,21.9686111,-159.3994444
pukaauhuhu,20.6352778,-156.1502778
pukalani,20.8366667,-156.3366667
pukoo,21.0763889,-156.7958333
pulehu,20.78,-156.3286111
punahou,21.3,-157.8333333
punaluu,19.1391667,-155.5072222
punaluu kahawai,19.2508333,-155.6091667
puohala village,21.4061111,-157.8025
puopelu,20.0166667,-155.6833333
pupukea,21.6641667,-158.0536111
puuanahulu,19.8186111,-155.8463889
puueo,19.7336111,-155.0922222
puuiki,20.705,-156.0022222
puukolii,20.9344444,-156.6769444
puuloa,21.35,-157.95
puunene,20.8636111,-156.4530556
puunoa,20.8822222,-156.6858333
puunui,21.3369444,-157.8508333
puuohala village,20.8994444,-156.5116667
puupehu,22.2166667,-159.4833333
puuwai,21.9022222,-160.1941667
ranch camp,21.5655556,-158.1280556
renton village,21.3447222,-158.0377778
royal gardens,19.3588889,-155.0394444
russian village,20.9063889,-156.4247222
saddle road junction,19.9391667,-155.6902778
saint louis heights,21.3030556,-157.8069444
sam sing village,20.8713889,-156.4461111
school village,20.9055556,-156.3702778
sea view,19.6069444,-155.9675
sisal,21.3333333,-158.0666667
spanish b village,20.8683333,-156.4483333
spreckelsville,20.8969444,-156.415
store village,20.9066667,-156.3741667
sunset beach,21.6730556,-158.0480556
tenney village,21.3425,-158.0447222
thompson corner,21.5652778,-158.1158333
ualapue,21.0655556,-156.8325
ulu ko,21.9661111,-159.3716667
ulu mahi,21.9697222,-159.3736111
ulumalu,20.9094444,-156.2866667
ulupalakua,20.6491667,-156.4011111
umikoa,19.9825,-155.3844444
umipaa,21.1097222,-157.0555556
upper nahiku,20.8022222,-156.0727778
upper village three,20.8872222,-156.4213889
varona village,21.3369444,-158.0458333
village eight,20.8577778,-156.4411111
village five,20.8594444,-156.4583333
village four,20.875,-156.4397222
village park,21.3980556,-158.0302778
village six,20.8394444,-156.4725
village ten,20.8616667,-156.4002778
village thirteen,20.8369444,-156.435
village two,20.8947222,-156.4052778
volcano,19.4308333,-155.2377778
wahiawa,21.5027778,-158.0236111
wahilauhue,21.1708333,-157.2575
waiahole,21.4858333,-157.8566667
waiaka,20.0297222,-155.7019444
waiakea,19.7169444,-155.0708333
waiakoa,20.7625,-156.33
waialae,21.2791667,-157.7908333
waialee,21.6897222,-158.0263889
waialua,21.5766667,-158.1302778
waianae,21.4447222,-158.19
waiau,21.3930556,-157.9625
waiehu,20.9213889,-156.4969444
waiehu village,20.9175,-156.5155556
waieli,22.0166667,-159.7833333
waihee,20.9338889,-156.5147222
waihou,19.54,-155.9033333
waikane,21.5005556,-157.855
waikapu,20.8580556,-156.5069444
waikapuna,19.0247222,-155.5822222
waikii,19.8605556,-155.6522222
waikiki,21.2827778,-157.8294444
waikoloa,19.9430556,-155.7902778
waikoloa village,19.9325,-155.8277778
waikui,20.025,-155.8241667
wailea,19.8875,-155.1236111
wailua,22.0522222,-159.3377778
wailua house lots,22.0622222,-159.3461111
wailuku,20.8911111,-156.5047222
wailuku heights,20.8775,-156.5194444
wailupe,21.2797222,-157.7597222
waimalu,21.4047222,-157.9433333
waimanalo,21.35,-157.7208333
waimanalo beach,21.3402778,-157.7027778
waimanalo village,21.3327778,-158.0925
waimea,21.9583333,-159.6708333
wainaku,19.7447222,-155.095
wainee,20.8741667,-156.6705556
wainiha,22.2161111,-159.5433333
waiohinu,19.0702778,-155.6141667
waipahoehoe,19.6041667,-155.0111111
waipahu,21.3866667,-158.0091667
waipio,20.1111111,-155.5986111
waipio acres,21.4675,-158.0163889
waipouli,22.0638889,-159.3247222
weliweli,19.9011111,-155.9072222
weloka,19.9605556,-155.2008333
west loch estates,21.3747222,-158.0272222
wheeler field,21.4888889,-158.0386111
white sands beach estates,19.5927778,-155.9730556
whitmore village,21.5138889,-158.0230556
wilhelmina rise,21.2905556,-157.7972222
woodlawn,21.3177778,-157.8052778
yung hee village,20.8613889,-156.4555556
aberdeen,42.9441667,-112.8375
aberdeen junction,43.2230556,-112.47
abstein place,44.9708333,-115.4858333
acequia,42.6680556,-113.5961111
adair,47.3422222,-115.6111111
addie,48.9536111,-116.1652778
adelaide,42.8072222,-113.7211111
agatha,46.5108333,-116.5758333
ahsahka,46.5022222,-116.3230556
aiken,43.2091667,-112.4058333
albion,42.4127778,-113.5772222
alder creek,47.2227778,-116.6066667
alexander,42.6511111,-111.7083333
algoma,48.1969444,-116.5711111
allendale,43.6763889,-116.8738889
allens spur,48.7405556,-116.3652778
almo,42.1002778,-113.6327778
alpha,44.3911111,-116.0069444
alpine,44.5936111,-116.4938889
alridge,43.2113889,-112.0041667
alton,42.2275,-111.1508333
amalga,42.5769444,-113.7238889
american falls,42.7861111,-112.8536111
ammon,43.4697222,-111.9658333
amsco,43.7647222,-116.6483333
amsterdam,42.2958333,-114.5838889
anderson,42.0205556,-111.9561111
anderson place,42.2447222,-114.95
annis,43.7283333,-111.9352778
apple valley,43.84,-116.9955556
appleton,42.7480556,-114.6344444
arbon,42.4558333,-112.5675
archabal,44.8469444,-116.1211111
archer,43.7136111,-111.7819444
arco,43.6366667,-113.2994444
arimo,42.56,-112.1705556
arling,44.6252778,-116.0491667
arrow,46.4780556,-116.7669444
artesian city,42.4172222,-114.1602778
asbestos point,45.8180556,-115.9397222
ashton,44.0716667,-111.4475
aspendale,46.6769444,-116.4963889
athol,47.9480556,-116.7069444
atlanta,43.8016667,-115.1258333
atlas,47.7005556,-116.8286111
atomic city,43.445,-112.8119444
avery,47.2505556,-115.8041667
avon,46.8261111,-116.6127778
bacon,44.6361111,-116.5469444
baker,45.0947222,-113.7336111
bancroft,42.7202778,-111.885
banida,42.2311111,-111.9416667
banks,44.0805556,-116.1230556
banner,44.02,-115.5347222
bannock,42.8613889,-112.7219444
barber,43.5652778,-116.1122222
barite,43.5563889,-114.3255556
barlow,43.6711111,-112.0122222
barrymore,42.6808333,-114.4622222
barton,44.3844444,-116.7988889
basalt,43.3155556,-112.1636111
basin,42.2455556,-113.7836111
bassett,43.6511111,-112.0875
bates,43.6916667,-111.2
bayhorse,44.3977778,-114.3108333
bayview,47.9802778,-116.5591667
beachs corner,43.5425,-111.9633333
bear,45.0244444,-116.6711111
bear creek summer home area,44.1666667,-115.1930556
bear lake hot springs,42.1086111,-111.2644444
bear lake sands,42.0516667,-111.2527778
beatty,43.6083333,-116.34
bedstead corner,44.2758333,-111.7922222
beeman,46.4055556,-116.5241667
beer bottle crossing,44.6086111,-116.23
beetville,42.4886111,-113.8305556
bellevue,43.4636111,-114.2597222
bellgrove,47.5338889,-116.9138889
belmont,47.9261111,-116.6386111
belvidere,44.4755556,-116.0325
bench,42.5036111,-111.6794444
benewah,47.2277778,-116.7833333
bengoechea place,42.3047222,-115.8469444
bennington,42.3911111,-111.3208333
berenice,43.8277778,-112.9733333
berger,42.4697222,-114.5738889
bergstrom place,42.1944444,-114.9358333
bern,42.3397222,-111.3852778
besslen,42.9086111,-114.1727778
best corner,46.5619444,-116.1497222
big cedar,46.0811111,-115.8133333
big creek,45.1272222,-115.3233333
big eddy,44.2161111,-116.1063889
big george,46.5027778,-116.4919444
big springs,44.4983333,-111.255
bills,42.5322222,-114.2855556
bingo creek landing,46.7572222,-115.7358333
black bear,47.5161111,-115.8513889
black canyon,43.9266667,-116.4413889
black pine,42.0725,-112.9794444
blackbird,45.1133333,-114.2188889
blackcloud,47.5047222,-115.9036111
blackfoot,43.1905556,-112.3441667
blackrock,42.7969444,-112.3261111
blacks creek,43.4777778,-116.1372222
blacktail,48.1205556,-116.4852778
blackwell,47.6977778,-116.8069444
blaine,43.3425,-114.5947222
blake,46.4733333,-116.1766667
blanchard,48.0169444,-116.9827778
bliss,42.9269444,-114.9486111
bloomington,42.1919444,-111.4005556
blue dome,44.1602778,-112.9105556
boehls,46.8747222,-115.9044444
bogle,47.3530556,-115.7366667
boise,43.6136111,-116.2025
boise hills village,43.6325,-116.1888889
boise junction,43.605,-116.2558333
boles,45.9105556,-116.5030556
bonanza,44.3705556,-114.7269444
bone,43.3125,-111.7944444
bonners ferry,48.6913889,-116.3152778
border,42.1830556,-111.0466667
boulder,43.8405556,-114.5055556
bovill,46.8588889,-116.3925
bowmont,43.4561111,-116.54
box canyon,44.3788889,-111.4047222
boyer,48.3230556,-116.4427778
bradley,47.5463889,-116.1597222
bramwell,43.8383333,-116.5819444
bridge,42.1294444,-113.3416667
broadford,43.4697222,-114.2794444
bronx,48.3519444,-116.5463889
broten,48.2211111,-116.4163889
brownlee,44.0088889,-116.2444444
bruce eddy,46.5136111,-116.2897222
bruneau,42.8805556,-115.7963889
brunning,46.4841667,-116.1427778
buckingham,43.9891667,-116.8925
budge,42.6088889,-113.8236111
buhl,42.5991667,-114.7586111
buist,42.3272222,-112.6047222
bullion,43.4727778,-114.3758333
buncel place,42.5502778,-116.0236111
bundy,46.3613889,-116.7563889
bunn,47.5111111,-115.8980556
burgdorf,45.2772222,-115.9119444
burke,47.5202778,-115.8191667
burley,42.5358333,-113.7919444
burmah,43.1294444,-114.2594444
burns,48.6261111,-116.3938889
burton,43.7975,-111.8572222
butte city,43.61,-113.2433333
byrne,43.6919444,-111.7458333
cabarton,44.4355556,-116.0391667
cabinet,48.0844444,-116.0725
cable car crossing,45.4538889,-115.9419444
cache,43.7880556,-111.1622222
calder,47.2777778,-116.1902778
caldwell,43.6630556,-116.6863889
calendar,45.6241667,-115.6688889
camas,44.0075,-112.2202778
cambridge,44.5727778,-116.675
cameron,46.6058333,-116.5711111
camp creek summer home area,44.1738889,-115.2213889
canfield,45.8377778,-116.3708333
canyon,47.5752778,-116.4116667
carbon center,47.5583333,-115.9
cardiff,46.5744444,-115.8113889
cardiff mill,46.4708333,-115.7936111
cardwell,47.2091667,-116.5625
carey,43.3077778,-113.9438889
careywood,48.0347222,-116.6422222
caribel,46.2580556,-115.9436111
caribou city,43.1030556,-111.2638889
carmen,45.2425,-113.8925
carrietown,43.605,-114.6994444
cascade,44.5163889,-116.0408333
castle rocks,43.3283333,-115.3136111
castleford,42.5208333,-114.8675
casto,44.5680556,-114.8477778
cataldo,47.5488889,-116.3286111
cathedral pines,43.7775,-114.5258333
cavendish,46.5602778,-116.4330556
cayuse junction,46.5991667,-114.8530556
cedar,42.5938889,-114.7047222
cedar creek,48.0183333,-116.4452778
cedarhill,42.2669444,-112.7305556
cedron,43.6222222,-111.1902778
centerville,43.9127778,-115.8913889
central,42.635,-111.8108333
central cove,43.6072222,-116.8616667
cerro grande,43.4411111,-112.9325
chalk cut,42.9811111,-115.5322222
challis,44.5047222,-114.2308333
chapin,43.6433333,-111.11
chatcolet,47.3722222,-116.7625
chausse,42.1808333,-111.0830556
cherry creek,42.0983333,-112.2280556
cherrylane,46.5161111,-116.6805556
cherryville,42.0405556,-111.7486111
chesley,46.3491667,-116.5519444
chester,43.9994444,-111.5691667
chesterfield,42.8669444,-111.9011111
chilco,47.8638889,-116.7455556
chilly,44.0777778,-113.8780556
china hat,42.1016667,-115.9391667
china hill,42.5527778,-111.8266667
chubbuck,42.9208333,-112.4652778
clagstone,48.0197222,-116.8055556
clarendon hot springs,43.5594444,-114.4141667
clark fork,48.1452778,-116.1747222
clark tree,46.2969444,-115.7105556
clarkia,47.0108333,-116.2519444
clarkson,43.2116667,-112.4177778
clarksville,47.7538889,-116.7319444
clawson,43.7980556,-111.11
clayton,44.2594444,-114.4008333
claytonia,43.5675,-116.8319444
clearwater,46.0225,-115.89
cleft,43.2394444,-115.8497222
clementsville,43.8766667,-111.3691667
cleveland,42.34,-111.7125
clicks,46.2802778,-116.5338889
cliffs,42.6391667,-116.9794444
clifton,42.19,-112.0072222
clover,42.5141667,-114.6866667
cloverdale,43.6197222,-116.3330556
clyde,44.1358333,-113.2461111
cobalt,45.0930556,-114.2308333
cocolalla,48.1080556,-116.6163889
coeur d'alene,47.6777778,-116.7794444
coeur d'alene junction,47.7566667,-116.9113889
coffee point,43.1563889,-112.9672222
colburn,48.3972222,-116.5341667
coleman,48.0041667,-116.9058333
collier place,42.5791667,-116.2394444
collins,43.2022222,-112.375
coltman,43.6177778,-112.0113889
comical turn,42.5613889,-116.1436111
conant,42.2761111,-113.4488889
concord,45.5847222,-115.6827778
concrete,44.3552778,-116.7944444
conda,42.7283333,-111.5316667
conkling park,47.4044444,-116.7572222
connor,42.2811111,-113.5005556
coolin,48.4797222,-116.8483333
cooper,46.4466667,-116.0538889
copeland,48.9022222,-116.3877778
copperville,45.7530556,-116.3233333
cora,47.0038889,-116.9638889
corbin junction,47.8911111,-116.7197222
cornwall,46.7088889,-116.8647222
cotterel,42.5172222,-113.4583333
cotton,43.4263889,-112.0875
cottonwood,46.0486111,-116.3486111
coulam,42.2275,-111.9825
council,44.73,-116.4372222
cow creek,46.4958333,-115.9319444
cox,43.3736111,-112.0527778
craig junction,46.2755556,-116.5327778
craigmont,46.2413889,-116.4661111
cream can junction,42.9386111,-113.3847222
crescent,46.6433333,-116.4244444
crill place,42.8258333,-116.4527778
cross trails,45.4763889,-115.6908333
crossport,48.7011111,-116.2202778
crouch,44.1152778,-115.97
crystal,44.1672222,-116.89
culdesac,46.3747222,-116.6722222
cully moores,46.5305556,-115.9905556
culver,48.3188889,-116.455
cuprum,45.0866667,-116.6883333
curry,42.5638889,-114.5544444
custer,44.3875,-114.695
dairy creek,42.4625,-112.4291667
dalton gardens,47.7297222,-116.7691667
daniels,42.3730556,-112.4122222
dans place,42.2725,-115.8313889
darby,43.6941667,-111.0652778
darlington,43.8136111,-113.4138889
davidson,45.8430556,-116.5944444
dayton,42.1130556,-111.9927778
de lamar,43.0244444,-116.8305556
de smet,47.1461111,-116.9147222
deveny place,45.3575,-116.3941667
dewoff,42.7066667,-113.2597222
deal,43.5066667,-116.5405556
deary,46.7994444,-116.555
declo,42.5183333,-113.6272222
deep creek,42.5936111,-114.8452778
dehlin,43.3844444,-111.7088889
del monte,43.8688889,-116.5422222
delta,47.6077778,-115.9402778
democrat,43.0963889,-116.7744444
dent,46.6238889,-116.2022222
denton,48.2027778,-116.2472222
denver,45.9983333,-116.235
devils ladder,45.1783333,-116.4344444
dew drop place,42.0244444,-115.9438889
dewey,43.0402778,-116.7613889
diamond,44.4141667,-116.775
dickens place,42.1497222,-115.9713889
dickensheet junction,48.4519444,-116.9069444
dickey,44.1344444,-113.9044444
dickshooter,42.3916667,-116.5008333
dietrich,42.9094444,-114.2644444
dingle,42.2194444,-111.2672222
dixie,45.5541667,-115.4602778
doles,43.6697222,-116.7827778
